SalePrice,LnSalePrice,Age,GrLivArea,BaseLivArea,Location,BedroomAbvGr,OverallCond,OverallQual,LotFrontage,LotArea,TwoStory_dum,FlatContour_dum,FlatRoof_dum,GarageArea,Garage_dum,CentralAirNum,LowQualFinSF,Fireplaces,KitchenQual_Ex,Zoning_2,Zoning_3,Zoning_4,YrSold_2007,YrSold_2008,YrSold_2009,YrSold_2010
163000.0,12.0015054797889,42.0,1440.0,720.0,1,4.0,5.0,5.0,86.0,11227.0,1,1,0,480.0,1,1,0.0,2.0,0,0,1,0,0,0,0,1
144500.0,11.881034786534624,60.0,1074.0,491.0,1,3.0,7.0,6.0,65.0,11479.0,0,1,0,467.0,1,1,0.0,1.0,0,0,1,0,0,0,0,1
127000.0,11.751942365440728,63.0,1531.0,192.0,1,3.0,6.0,4.0,50.0,9350.0,0,0,0,209.0,1,1,362.0,1.0,0,0,1,0,0,0,0,1
270000.0,12.506177237980511,23.0,1433.0,1433.0,1,1.0,5.0,7.0,83.0,11980.0,0,0,0,528.0,1,1,0.0,2.0,0,0,1,0,0,0,0,1
236000.0,12.371587084007746,17.0,1949.0,750.0,1,3.0,5.0,7.0,80.0,9938.0,1,1,0,574.0,1,1,0.0,1.0,0,0,1,0,0,0,0,1
272000.0,12.513557345278134,9.0,1601.0,1358.0,3,3.0,5.0,8.0,66.8214,11423.0,0,1,0,670.0,1,1,0.0,1.0,0,0,1,0,0,0,0,1
113000.0,11.635143097694478,65.0,1487.0,94.0,1,3.0,4.0,6.0,52.0,8741.0,1,1,0,220.0,1,1,0.0,1.0,0,0,1,0,0,0,0,1
104000.0,11.55214617812351,86.0,1296.0,133.0,1,2.0,6.0,5.0,67.0,4853.0,0,0,0,260.0,1,0,0.0,1.0,0,0,1,0,0,0,0,1
266500.0,12.493129522588037,69.0,2340.0,275.0,3,4.0,9.0,7.0,66.0,9042.0,1,1,0,252.0,1,1,0.0,2.0,0,0,1,0,0,0,0,1
289000.0,12.57418196709457,51.0,1801.0,1247.0,3,1.0,8.0,7.0,100.0,15602.0,0,1,0,484.0,1,1,0.0,2.0,0,0,1,0,0,0,0,1
190000.0,12.154779351142624,33.0,1285.0,679.0,2,3.0,7.0,6.0,74.0,9620.0,0,1,0,473.0,1,1,0.0,1.0,0,0,1,0,0,0,0,1
285000.0,12.560244459250788,16.0,1803.0,1625.0,2,3.0,5.0,8.0,76.0,9892.0,0,1,0,482.0,1,1,0.0,2.0,0,0,1,0,0,0,0,1
345000.0,12.751299696013497,37.0,2704.0,1410.0,2,4.0,7.0,8.0,75.0,13860.0,1,1,0,538.0,1,1,0.0,3.0,1,0,1,0,0,0,1,0
178000.0,12.089538829274222,17.0,1593.0,0.0,2,3.0,5.0,6.0,74.7688,9636.0,1,1,0,389.0,1,1,0.0,1.0,0,0,1,0,0,0,1,0
260000.0,12.468436909997665,29.0,2353.0,692.0,3,4.0,7.0,7.0,94.0,13005.0,1,1,0,484.0,1,1,0.0,1.0,1,0,1,0,0,0,1,0
278000.0,12.535376392672774,28.0,2524.0,1104.0,3,4.0,5.0,8.0,80.0,9600.0,0,1,0,542.0,1,1,0.0,1.0,0,0,1,0,0,0,1,0
167900.0,12.031123843065632,35.0,1116.0,888.0,3,3.0,6.0,6.0,78.0,10140.0,0,1,0,528.0,1,1,0.0,1.0,0,0,1,0,0,0,1,0
165000.0,12.013700752882718,35.0,1350.0,0.0,3,3.0,5.0,6.0,78.0,10140.0,0,1,0,478.0,1,1,0.0,1.0,0,0,1,0,0,0,1,0
195500.0,12.183315658407558,5.0,1594.0,0.0,2,3.0,5.0,7.0,61.0,10125.0,1,1,0,434.0,1,1,0.0,1.0,0,0,1,0,0,0,1,0
214000.0,12.273731294003989,10.0,2060.0,772.0,2,3.0,5.0,7.0,74.7688,8755.0,1,1,0,390.0,1,1,0.0,1.0,0,0,1,0,0,0,1,0
131400.0,11.786001385032646,48.0,1144.0,594.0,1,3.0,6.0,5.0,80.0,10000.0,0,1,0,264.0,1,1,0.0,1.0,0,0,1,0,0,0,1,0
62383.0,11.041048081342682,44.0,864.0,864.0,1,3.0,5.0,5.0,60.0,8281.0,0,1,0,360.0,1,1,0.0,1.0,0,0,1,0,0,0,1,0
275000.0,12.524526376648708,29.0,2014.0,1825.0,4,2.0,8.0,8.0,74.7688,15676.0,0,0,0,864.0,1,1,0.0,2.0,0,0,1,0,0,0,1,0
235000.0,12.367340793126296,18.0,1755.0,817.0,4,3.0,8.0,7.0,66.8214,11949.0,1,1,0,524.0,1,1,0.0,1.0,0,0,1,0,0,0,1,0
150000.0,11.918390573078392,33.0,1620.0,1116.0,1,3.0,4.0,4.0,74.7688,9991.0,0,1,0,490.0,1,1,0.0,1.0,0,0,1,0,0,0,1,0
141500.0,11.86005499606543,49.0,894.0,734.0,2,2.0,7.0,4.0,60.0,7436.0,0,1,0,396.0,1,1,0.0,1.0,0,0,1,0,0,0,1,0
140000.0,11.84939770159144,52.0,1362.0,775.0,2,3.0,5.0,4.0,74.7688,9450.0,0,1,0,768.0,1,1,0.0,1.0,0,0,1,0,0,0,1,0
153000.0,11.938193200374572,48.0,1313.0,822.0,2,3.0,6.0,5.0,85.0,9350.0,0,1,0,610.0,1,1,0.0,1.0,0,0,1,0,0,0,1,0
154000.0,11.944707881395766,43.0,1154.0,970.0,2,3.0,6.0,5.0,74.7688,11000.0,0,1,0,480.0,1,1,0.0,1.0,0,0,1,0,0,0,1,0
177500.0,12.086725887897607,44.0,2140.0,388.0,2,4.0,6.0,5.0,74.7688,8970.0,1,1,0,549.0,1,1,0.0,1.0,0,0,1,0,0,0,1,0
158000.0,11.970350312009105,45.0,1445.0,564.0,2,3.0,6.0,6.0,74.7688,12095.0,0,1,0,645.0,1,1,0.0,1.0,0,0,1,0,0,0,1,0
187500.0,12.141534124392603,48.0,1453.0,1312.0,2,3.0,6.0,6.0,92.0,10573.0,0,1,0,530.0,1,1,0.0,1.0,0,0,1,0,0,0,1,0
256000.0,12.4529327234617,43.0,1567.0,1387.0,2,2.0,8.0,6.0,80.0,14695.0,0,1,0,542.0,1,1,0.0,2.0,0,0,1,0,0,0,1,0
139000.0,11.842229212112828,51.0,1632.0,1240.0,2,3.0,6.0,6.0,80.0,9600.0,0,1,0,338.0,1,1,0.0,1.0,0,0,1,0,0,0,1,0
176000.0,12.078239274020289,47.0,1382.0,1362.0,2,3.0,5.0,6.0,120.0,19296.0,0,1,0,884.0,1,1,0.0,1.0,0,0,1,0,0,0,1,0
152500.0,11.934919875029603,61.0,1527.0,699.0,2,3.0,7.0,7.0,78.0,11419.0,1,1,0,410.0,1,1,0.0,1.0,0,0,1,0,0,0,1,0
163000.0,12.0015054797889,42.0,1040.0,932.0,2,3.0,4.0,6.0,77.0,11500.0,0,1,0,480.0,1,1,0.0,1.0,0,0,1,0,0,0,1,0
150000.0,11.918390573078392,70.0,1558.0,421.0,2,3.0,6.0,5.0,57.0,6406.0,1,1,0,400.0,1,1,0.0,1.0,0,0,0,0,0,0,1,0
149000.0,11.911701584927597,86.0,1432.0,0.0,2,3.0,6.0,6.0,66.8214,6615.0,0,1,0,216.0,1,0,0.0,1.0,0,0,1,0,0,0,1,0
148000.0,11.904967552746252,49.0,1138.0,588.0,1,3.0,5.0,6.0,88.0,15312.0,0,1,0,480.0,1,1,0.0,1.0,0,0,1,0,0,0,1,0
190000.0,12.154779351142624,54.0,1867.0,1147.0,2,2.0,5.0,5.0,74.7688,10708.0,0,1,0,303.0,1,1,0.0,3.0,0,0,1,0,0,0,1,0
127500.0,11.755871643580617,53.0,1689.0,0.0,1,3.0,5.0,6.0,73.0,9855.0,0,1,0,480.0,1,1,0.0,1.0,0,0,1,0,0,0,1,0
125000.0,11.736069016284437,55.0,1089.0,173.0,1,3.0,6.0,5.0,62.0,7440.0,0,1,0,252.0,1,1,0.0,1.0,0,0,1,0,0,0,1,0
108000.0,11.589886506106357,69.0,1510.0,0.0,1,4.0,5.0,4.0,60.0,9084.0,1,1,0,296.0,1,1,0.0,1.0,0,0,1,0,0,0,1,0
239900.0,12.387977448827787,16.0,1879.0,474.0,1,3.0,5.0,7.0,85.0,10560.0,1,1,0,473.0,1,1,0.0,1.0,0,0,1,0,0,0,1,0
139500.0,11.845819880243557,69.0,1489.0,0.0,1,3.0,7.0,6.0,60.0,9900.0,1,1,0,240.0,1,1,0.0,1.0,0,0,1,0,0,0,1,0
135000.0,11.813030057420567,81.0,1981.0,622.0,1,4.0,3.0,4.0,65.0,7804.0,1,1,0,576.0,1,1,0.0,2.0,0,0,1,0,0,0,1,0
137450.0,11.83101549359339,84.0,1608.0,264.0,1,3.0,6.0,6.0,51.0,6171.0,1,1,0,216.0,1,1,0.0,1.0,0,0,1,0,0,0,1,0
137000.0,11.827736204810263,91.0,1228.0,0.0,3,3.0,8.0,7.0,53.0,7155.0,1,1,0,215.0,1,1,0.0,1.0,0,0,1,0,0,0,1,0
234000.0,12.363076394339839,83.0,2080.0,0.0,3,3.0,9.0,7.0,53.0,10918.0,1,1,0,282.0,1,1,0.0,2.0,0,0,1,0,0,0,1,0
205000.0,12.230765258120545,69.0,1567.0,728.0,3,2.0,6.0,5.0,60.0,13680.0,1,0,0,440.0,1,1,0.0,2.0,0,0,1,0,0,0,1,0
115000.0,11.652687407345388,29.0,1032.0,0.0,3,2.0,6.0,6.0,24.0,1733.0,1,1,0,452.0,1,1,0.0,1.0,0,0,0,0,0,0,1,0
137000.0,11.827736204810263,29.0,1229.0,471.0,3,2.0,6.0,6.0,24.0,1488.0,1,1,0,462.0,1,1,0.0,1.0,0,0,0,0,0,0,1,0
121000.0,11.703545824578878,29.0,1229.0,0.0,3,2.0,6.0,6.0,24.0,1612.0,1,1,0,462.0,1,1,0.0,1.0,0,0,0,0,0,0,1,0
124000.0,11.728036844587175,29.0,1229.0,285.0,3,2.0,6.0,6.0,24.0,1300.0,1,1,0,462.0,1,1,0.0,1.0,0,0,0,0,0,0,1,0
315000.0,12.66032791780777,38.0,2365.0,1222.0,3,3.0,9.0,7.0,66.8214,17597.0,0,0,0,551.0,1,1,0.0,2.0,1,0,1,0,0,0,1,0
156450.0,11.960491749097029,32.0,926.0,767.0,2,2.0,6.0,6.0,75.0,9750.0,0,1,0,351.0,1,1,0.0,1.0,0,0,1,0,0,0,1,0
173000.0,12.061046873479915,32.0,1287.0,957.0,2,2.0,7.0,6.0,72.0,9360.0,0,0,0,541.0,1,1,0.0,2.0,0,0,1,0,0,0,1,0
149000.0,11.911701584927597,17.0,883.0,828.0,2,2.0,6.0,5.0,70.0,7669.0,0,1,0,698.0,1,1,0.0,1.0,0,0,1,0,0,0,1,0
173000.0,12.061046873479915,40.0,1632.0,784.0,2,4.0,7.0,5.0,70.0,10457.0,1,1,0,898.0,1,1,0.0,1.0,0,0,1,0,0,0,1,0
215000.0,12.2783933071098,22.0,2093.0,0.0,3,3.0,6.0,7.0,46.0,20544.0,1,1,0,542.0,1,1,0.0,1.0,0,0,1,0,0,1,0,0
175500.0,12.075394321888057,27.0,1422.0,816.0,3,3.0,6.0,6.0,78.0,12090.0,0,1,0,576.0,1,1,0.0,1.0,0,0,1,0,0,1,0,0
161000.0,11.9891596439666,32.0,1211.0,938.0,3,3.0,5.0,6.0,90.0,13068.0,0,1,0,461.0,1,1,0.0,1.0,0,0,1,0,0,1,0,0
292500.0,12.58621994565405,30.0,2840.0,988.0,3,4.0,7.0,7.0,74.7688,12511.0,1,1,0,1314.0,1,1,0.0,2.0,0,0,1,0,0,1,0,0
159900.0,11.982303898822046,32.0,1444.0,0.0,3,2.0,5.0,6.0,80.0,10400.0,0,1,0,473.0,1,1,0.0,1.0,0,0,1,0,0,1,0,0
157000.0,11.964001084330445,35.0,1178.0,1084.0,3,3.0,6.0,5.0,80.0,10000.0,0,1,0,439.0,1,1,0.0,1.0,0,0,1,0,0,1,0,0
306000.0,12.631340380934517,12.0,2340.0,1023.0,3,4.0,5.0,8.0,74.7688,14311.0,1,1,0,787.0,1,1,0.0,1.0,0,0,1,0,0,1,0,0
128000.0,11.759785542901755,45.0,984.0,852.0,1,3.0,5.0,5.0,70.0,9100.0,0,1,0,384.0,1,1,0.0,1.0,0,0,1,0,0,1,0,0
140000.0,11.84939770159144,36.0,1641.0,1001.0,1,4.0,4.0,5.0,70.0,10759.0,1,1,0,490.0,1,1,0.0,1.0,0,0,1,0,0,1,0,0
290000.0,12.577636201962656,32.0,1671.0,1426.0,4,3.0,9.0,8.0,103.0,16280.0,0,1,0,550.0,1,1,0.0,1.0,1,0,1,0,0,1,0,0
174000.0,12.066810578196666,38.0,1682.0,0.0,3,3.0,6.0,7.0,80.0,10400.0,0,1,0,530.0,1,1,0.0,1.0,0,0,1,0,0,1,0,0
176000.0,12.078239274020289,40.0,1978.0,552.0,3,4.0,5.0,7.0,66.8214,9900.0,1,1,0,486.0,1,1,0.0,1.0,0,0,1,0,0,1,0,0
179900.0,12.100156419938624,43.0,1265.0,633.0,2,3.0,8.0,5.0,85.0,9350.0,0,1,0,502.0,1,1,0.0,1.0,0,0,1,0,0,1,0,0
141000.0,11.856515169360305,48.0,1100.0,725.0,2,3.0,5.0,4.0,74.7688,12493.0,0,1,0,312.0,1,1,0.0,1.0,0,0,1,0,0,1,0,0
165500.0,12.016726473799254,53.0,1661.0,831.0,2,3.0,6.0,6.0,80.0,9600.0,0,1,0,377.0,1,1,0.0,1.0,0,0,1,0,0,1,0,0
201800.0,12.215032386901646,43.0,1820.0,454.0,2,4.0,6.0,7.0,74.7688,13700.0,1,1,0,492.0,1,1,0.0,2.0,0,0,1,0,0,1,0,0
227000.0,12.332705296463539,42.0,1988.0,575.0,2,4.0,7.0,6.0,90.0,14670.0,1,1,0,480.0,1,1,0.0,1.0,0,0,1,0,0,1,0,0
139000.0,11.842229212112828,86.0,1436.0,0.0,2,3.0,5.0,5.0,60.0,10836.0,1,1,0,1488.0,1,1,0.0,1.0,0,0,1,0,0,1,0,0
139000.0,11.842229212112828,40.0,1044.0,744.0,2,3.0,6.0,5.0,78.0,10180.0,0,1,0,372.0,1,1,0.0,1.0,0,0,1,0,0,1,0,0
186000.0,12.133501952695338,50.0,1312.0,637.0,2,3.0,7.0,7.0,76.0,11355.0,0,1,0,495.0,1,1,0.0,1.0,0,0,1,0,0,1,0,0
157000.0,11.964001084330445,48.0,1253.0,733.0,2,2.0,5.0,6.0,74.7688,10920.0,0,1,0,352.0,1,1,0.0,1.0,0,0,1,0,0,1,0,0
256000.0,12.4529327234617,88.0,2792.0,493.0,2,5.0,7.0,6.0,60.0,10440.0,1,1,0,520.0,1,1,0.0,2.0,0,0,0,0,0,1,0,0
138000.0,11.835008964139341,80.0,1143.0,679.0,2,2.0,7.0,5.0,55.0,7111.0,0,0,0,288.0,1,1,0.0,1.0,0,0,1,0,0,1,0,0
164900.0,12.01309450854769,68.0,1672.0,521.0,2,3.0,7.0,6.0,50.0,6000.0,1,1,0,240.0,1,1,0.0,1.0,0,0,0,0,0,1,0,0
115000.0,11.652687407345388,88.0,1216.0,68.0,2,3.0,7.0,5.0,60.0,5520.0,1,1,0,355.0,1,1,0.0,1.0,0,0,0,0,0,1,0,0
150000.0,11.918390573078392,69.0,2009.0,540.0,2,4.0,5.0,7.0,52.0,6240.0,1,1,0,400.0,1,1,0.0,1.0,0,0,0,0,0,1,0,0
161000.0,11.9891596439666,83.0,1666.0,0.0,2,3.0,7.0,8.0,66.8214,5100.0,1,1,0,228.0,1,1,0.0,1.0,0,0,0,0,0,1,0,0
153000.0,11.938193200374572,30.0,1034.0,450.0,1,3.0,8.0,6.0,74.7688,7703.0,0,1,0,504.0,1,1,0.0,1.0,0,0,1,0,0,1,0,0
165000.0,12.013700752882718,54.0,1383.0,1064.0,1,3.0,5.0,5.0,66.8214,13284.0,0,1,0,354.0,1,1,0.0,1.0,0,0,1,0,0,1,0,0
177000.0,12.083905011555967,49.0,1357.0,719.0,1,2.0,7.0,6.0,124.0,11512.0,0,1,0,312.0,1,1,0.0,1.0,1,0,1,0,0,1,0,0
159900.0,11.982303898822046,52.0,1509.0,870.0,1,3.0,6.0,5.0,68.0,9571.0,0,1,0,322.0,1,1,0.0,1.0,0,0,1,0,0,1,0,0
260000.0,12.468436909997665,13.0,2814.0,779.0,1,4.0,5.0,6.0,117.6364,9771.0,1,1,0,614.0,1,1,0.0,1.0,0,0,1,0,0,1,0,0
230000.0,12.345834587905333,9.0,1852.0,668.0,3,3.0,5.0,8.0,73.0,9066.0,1,1,0,660.0,1,1,0.0,2.0,0,0,1,0,0,1,0,0
160500.0,11.986049221552207,32.0,1398.0,288.0,1,3.0,7.0,6.0,72.0,7200.0,1,1,0,440.0,1,1,0.0,1.0,0,0,1,0,0,1,0,0
145000.0,11.884489021402711,82.0,1316.0,379.0,3,2.0,6.0,6.0,66.0,8969.0,1,0,0,369.0,1,1,0.0,1.0,0,0,1,0,0,1,0,0
231000.0,12.35017298950393,83.0,1512.0,406.0,3,3.0,9.0,8.0,54.0,7609.0,1,1,0,180.0,1,1,0.0,1.0,0,0,1,0,0,1,0,0
149000.0,11.911701584927597,77.0,1502.0,0.0,3,3.0,6.0,7.0,60.0,7200.0,1,0,0,270.0,1,1,0.0,1.0,0,0,1,0,0,1,0,0
104000.0,11.55214617812351,57.0,1091.0,500.0,3,2.0,5.0,6.0,79.0,7801.0,0,1,0,344.0,1,0,0.0,1.0,0,0,1,0,0,1,0,0
236500.0,12.373703486914124,52.0,1898.0,1116.0,3,3.0,5.0,5.0,56.0,26073.0,0,1,0,484.0,1,1,0.0,2.0,0,0,1,0,0,1,0,0
116500.0,11.665646551987892,28.0,1032.0,366.0,3,2.0,6.0,6.0,24.0,1879.0,1,1,0,462.0,1,1,0.0,1.0,0,0,0,0,0,1,0,0
151000.0,11.925035115797062,28.0,1556.0,693.0,3,3.0,6.0,6.0,24.0,1950.0,1,1,0,452.0,1,1,0.0,1.0,0,0,0,0,0,1,0,0
126000.0,11.744037185933616,41.0,1656.0,257.0,1,3.0,5.0,5.0,75.0,6000.0,1,1,0,288.0,1,1,0.0,1.0,0,0,0,0,0,1,0,0
171000.0,12.049418835484797,31.0,1118.0,522.0,2,3.0,6.0,6.0,76.0,9880.0,0,1,0,358.0,1,1,0.0,1.0,0,0,1,0,0,1,0,0
171500.0,12.052338545588132,31.0,1279.0,920.0,2,3.0,6.0,6.0,75.0,10125.0,0,1,0,473.0,1,1,0.0,2.0,0,0,1,0,0,1,0,0
94900.0,11.460578984598019,35.0,988.0,437.0,1,1.0,6.0,4.0,21.0,1596.0,1,1,0,297.0,1,1,0.0,1.0,0,0,0,0,0,1,0,0
130500.0,11.779128505744886,26.0,816.0,641.0,2,3.0,9.0,5.0,60.0,6600.0,0,1,0,264.0,1,1,0.0,1.0,0,0,1,0,0,1,0,0
172000.0,12.05524975579559,39.0,1968.0,755.0,2,4.0,4.0,5.0,74.7688,11075.0,1,1,0,530.0,1,1,0.0,1.0,0,0,1,0,0,1,0,0
167000.0,12.025749091398891,37.0,1277.0,778.0,2,2.0,5.0,7.0,85.0,10628.0,0,1,1,526.0,1,1,0.0,1.0,0,0,1,0,1,0,0,0
160000.0,11.982929094215963,13.0,1694.0,186.0,2,3.0,5.0,6.0,74.7688,10147.0,1,1,0,398.0,1,1,0.0,1.0,0,0,1,0,1,0,0,0
154204.0,11.946031680112146,43.0,1128.0,550.0,2,3.0,6.0,6.0,160.0,18160.0,0,1,0,480.0,1,1,0.0,1.0,0,0,1,0,1,0,0,0
148000.0,11.904967552746252,29.0,1032.0,605.0,3,3.0,6.0,6.0,74.7688,10395.0,0,1,0,564.0,1,1,0.0,1.0,0,0,1,0,1,0,0,0
128000.0,11.759785542901755,27.0,1266.0,0.0,1,2.0,5.0,6.0,50.0,8012.0,1,1,0,283.0,1,1,0.0,2.0,0,0,1,0,1,0,0,0
294000.0,12.591335046320818,33.0,2167.0,1156.0,4,3.0,7.0,7.0,74.7688,17542.0,1,1,0,518.0,1,1,0.0,2.0,0,0,1,0,1,0,0,0
158500.0,11.973509872299472,41.0,1093.0,792.0,3,3.0,7.0,6.0,88.0,10738.0,0,1,0,484.0,1,1,0.0,1.0,0,0,1,0,1,0,0,0
144000.0,11.877568578558138,49.0,1344.0,831.0,2,2.0,5.0,5.0,66.8214,9503.0,0,1,0,484.0,1,1,0.0,1.0,0,0,1,0,1,0,0,0
139900.0,11.848683160653573,47.0,1422.0,0.0,2,3.0,5.0,5.0,74.7688,12342.0,0,1,0,286.0,1,1,0.0,1.0,0,0,1,0,1,0,0,0
124000.0,11.728036844587175,51.0,1074.0,644.0,2,2.0,5.0,5.0,74.0,7450.0,0,1,0,396.0,1,1,0.0,1.0,0,0,1,0,1,0,0,0
137500.0,11.831379196088763,46.0,964.0,700.0,2,3.0,7.0,5.0,76.0,8243.0,0,1,0,784.0,1,1,0.0,1.0,0,0,1,0,1,0,0,0
163500.0,12.004568269319446,41.0,1200.0,654.0,2,3.0,6.0,7.0,80.0,8800.0,0,1,0,440.0,1,1,0.0,1.0,0,0,1,0,1,0,0,0
224500.0,12.321630986164447,43.0,2154.0,414.0,2,5.0,7.0,6.0,80.0,8800.0,1,1,0,539.0,1,1,0.0,1.0,0,0,1,0,1,0,0,0
147000.0,11.898187865760873,43.0,1374.0,597.0,2,3.0,5.0,6.0,74.7688,11382.0,0,1,0,286.0,1,1,0.0,1.0,0,0,1,0,1,0,0,0
124000.0,11.728036844587175,57.0,932.0,0.0,2,2.0,5.0,6.0,57.0,8280.0,0,1,0,306.0,1,1,0.0,1.0,0,0,1,0,1,0,0,0
165000.0,12.013700752882718,43.0,1977.0,442.0,2,4.0,6.0,6.0,100.0,9500.0,1,1,0,540.0,1,1,0.0,1.0,0,0,1,0,1,0,0,0
130000.0,11.77528972943772,52.0,1360.0,384.0,2,3.0,5.0,5.0,60.0,7134.0,0,0,0,572.0,1,1,0.0,1.0,0,0,1,0,1,0,0,0
116900.0,11.66907414746016,52.0,925.0,793.0,2,3.0,5.0,5.0,70.0,8400.0,0,1,0,390.0,1,1,0.0,2.0,0,0,1,0,1,0,0,0
153000.0,11.938193200374572,54.0,1647.0,949.0,2,3.0,6.0,4.0,75.0,9532.0,0,1,0,280.0,1,1,0.0,1.0,0,0,1,0,1,0,0,0
156000.0,11.957611286231675,54.0,1728.0,198.0,2,3.0,6.0,5.0,74.7688,12099.0,0,1,0,371.0,1,1,512.0,1.0,0,0,1,0,1,0,0,0
172000.0,12.05524975579559,44.0,1651.0,725.0,2,4.0,5.0,7.0,93.0,10090.0,1,1,0,276.0,1,1,0.0,2.0,0,0,1,0,1,0,0,0
122900.0,11.719126295554126,58.0,924.0,0.0,2,3.0,7.0,5.0,60.0,8064.0,1,1,0,576.0,1,1,0.0,1.0,0,0,1,0,1,0,0,0
143000.0,11.870599909242044,58.0,1846.0,196.0,2,3.0,6.0,6.0,78.0,10496.0,1,1,0,315.0,1,1,0.0,1.0,0,0,1,0,1,0,0,0
156500.0,11.960811288962345,47.0,1377.0,1252.0,2,3.0,5.0,5.0,80.0,8000.0,0,1,0,351.0,1,1,0.0,2.0,0,0,1,0,1,0,0,0
187000.0,12.138863895836725,43.0,1851.0,653.0,2,3.0,8.0,6.0,80.0,9760.0,1,1,0,440.0,1,1,0.0,1.0,0,0,1,0,1,0,0,0
89500.0,11.401993904262946,85.0,1022.0,782.0,2,2.0,5.0,5.0,56.0,4480.0,0,1,0,184.0,1,0,0.0,1.0,0,0,0,0,1,0,0,0
135000.0,11.813030057420567,107.0,1174.0,130.0,2,2.0,8.0,5.0,120.0,9000.0,1,1,0,576.0,1,1,0.0,1.0,0,0,0,0,1,0,0,0
124500.0,11.732060994886899,77.0,1358.0,316.0,2,3.0,7.0,5.0,60.0,3600.0,1,1,0,336.0,1,1,0.0,1.0,0,0,0,0,1,0,0,0
185000.0,12.128111104060462,128.0,2454.0,0.0,2,3.0,8.0,7.0,75.0,13500.0,1,1,0,576.0,1,1,0.0,1.0,0,0,0,0,1,0,0,0
128000.0,11.759785542901755,68.0,1232.0,276.0,2,3.0,6.0,6.0,50.0,6000.0,1,1,0,217.0,1,1,0.0,2.0,0,0,0,0,1,0,0,0
131750.0,11.788661466403608,77.0,1426.0,0.0,2,3.0,7.0,5.0,52.0,6240.0,1,1,0,230.0,1,1,0.0,1.0,0,0,0,0,1,0,0,0
180500.0,12.103486056755072,88.0,1824.0,0.0,2,3.0,6.0,6.0,60.0,13515.0,1,1,0,520.0,1,1,0.0,1.0,0,0,1,0,1,0,0,0
140000.0,11.84939770159144,78.0,1344.0,336.0,2,3.0,6.0,7.0,74.7688,5700.0,1,1,0,456.0,1,0,0.0,1.0,0,0,0,0,1,0,0,0
